"iid","time","origin","airline","aircraft","flightPhase","impact","cond","aid"
305686,"8/13/2010","Michigan","DELTA AIR LINES","DC-9-40","takeoff","0","2","38"
304637,"8/13/2010","Illinois","JETBLUE AIRWAYS","A-320","inflight","0","2","12"
305683,"8/13/2010","Florida","BUSINESS","CIRRUS SR 20/22","inflight","0","3","10"
304640,"8/13/2010","Maryland","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","68"
305689,"8/13/2010","Maryland","BUSINESS","CITATION MUSTANG 510","landing","0","3","467"
305688,"8/13/2010","Ohio","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","2","34"
305697,"8/13/2010","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","229"
304636,"8/13/2010","California","ALASKA AIRLINES","B-737-800","inflight","0","1","107"
305701,"8/13/2010","North Carolina","US AIRWAYS","A-321","inflight","0","1","43"
305710,"8/14/2010","Kentucky","COMAIR AIRLINES","CL-RJ100/200","inflight","0","2","44"
304646,"8/14/2010","Rhode Island","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","15"
305283,"8/14/2010","California","BUSINESS","PA-28","landing","0","1","162"
305709,"8/14/2010","Texas","AMERICAN AIRLINES","B-737-800","inflight","0","1","2"
304644,"8/14/2010","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","40"
305285,"8/14/2010","Nebraska","REPUBLIC AIRLINES","EMB-170","landing","0","2","95"
305711,"8/14/2010","Nebraska","DELTA AIR LINES","DC-9-50","landing","0","2","95"
305290,"8/14/2010","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","40"
305282,"8/14/2010","Hawaii","ISLAND AIR","DHC8 DASH 8","landing","0","2","328"
305288,"8/14/2010","California","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","107"
305284,"8/14/2010","Iowa","MESABA AIRLINES","SAAB-340","inflight","0","2","104"
305708,"8/14/2010","Montana","ALLEGIANT AIR","MD-80","takeoff","0","1","304"
305305,"8/15/2010","N/A","JETBLUE AIRWAYS","A-320","takeoff","0","1","599"
305292,"8/15/2010","Michigan","AIRTRAN AIRWAYS","B-717-200","takeoff","0","1","318"
305715,"8/15/2010","Florida","SOUTHWEST AIRLINES","B-737-300","landing","0","2","229"
305294,"8/15/2010","Louisiana","AMERICAN AIRLINES","B-737-800","inflight","0","2","124"
305714,"8/15/2010","Nebraska","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","95"
305716,"8/15/2010","Illinois","TRANS STATES AIRLINES","EMB-145","inflight","0","1","93"
304474,"8/15/2010","Florida","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","58"
304469,"8/15/2010","Ohio","CONTINENTAL AIRLINES","B-737-900","landing","0","2","34"
305306,"8/15/2010","Pennsylvania","BUSINESS","PA-44 SEMINOLE","landing","0","3","282"
305713,"8/15/2010","Pennsylvania","SHUTTLE AMERICA","EMB-170","inflight","0","2","121"
304468,"8/15/2010","Ohio","CHAUTAUQUA AIRLINES","EMB-145","landing","0","2","34"
304471,"8/15/2010","Florida","JETBLUE AIRWAYS","EMB-190","inflight","0","3","212"
305301,"8/15/2010","Michigan","DELTA AIR LINES","MD-88","landing","0","2","38"
304473,"8/15/2010","Florida","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","212"
305727,"8/16/2010","Prince Edward Island","DELTA AIR LINES","B-757-200","inflight","0","2","386"
305731,"8/16/2010","Georgia","BUSINESS","GULFAERO IV","takeoff","0","2","56"
305725,"8/16/2010","Wisconsin","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","1","97"
305735,"8/16/2010","Nebraska","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","3","204"
304479,"8/16/2010","Montana","GREAT LAKES AIRLINES","BE-1900","landing","0","1","1041"
305736,"8/16/2010","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
305719,"8/16/2010","Indiana","AMERICAN AIRLINES","MD-82","inflight","0","1","46"
305722,"8/16/2010","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","1","131"
304481,"8/16/2010","Florida","SPIRIT AIRLINES","A-321","inflight","0","2","58"
305726,"8/16/2010","North Carolina","COMAIR AIRLINES","CL-RJ100/200","takeoff","0","2","80"
305545,"8/16/2010","Texas","XOJET","CITATION X","inflight","0","1","2"
305499,"8/17/2010","California","SKYWEST AIRLINES","CL-RJ700","landing","0","1","50"
305502,"8/17/2010","New York","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","109"
305547,"8/17/2010","Ohio","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","34"
304654,"8/17/2010","Illinois","UNITED AIRLINES","B-757-200","landing","0","2","12"
305495,"8/17/2010","New York","JETBLUE AIRWAYS","A-320","landing","0","2","108"
305549,"8/17/2010","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","182"
305500,"8/17/2010","Wisconsin","SKYWEST AIRLINES","CL-RJ100/200","landing","0","2","379"
305487,"8/17/2010","Ohio","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","0","2","94"
305489,"8/17/2010","New York","BUSINESS","EMB-110","takeoff","0","1","175"
304964,"8/17/2010","Ohio","FEDEX EXPRESS","DC-10-10","landing","0","1","501"
305494,"8/17/2010","New York","JETBLUE AIRWAYS","A-320","inflight","0","2","108"
304650,"8/17/2010","North Carolina","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","1","43"
304649,"8/17/2010","Ohio","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","2","34"
304652,"8/17/2010","Arizona","MESA AIRLINES","CL-RJ100/200","inflight","1","1","18"
305553,"8/18/2010","Texas","AMERICAN AIRLINES","MD-82","inflight","0","1","2"
304660,"8/18/2010","South Carolina","UPS AIRLINES","B-767-300","inflight","0","3","314"
304656,"8/18/2010","Hawaii","HAWAIIAN AIR","B-717-200","landing","0","3","57"
304659,"8/18/2010","Iowa","UNITED AIRLINES","A-320","takeoff","0","2","111"
305555,"8/18/2010","Florida","AMERICAN AIRLINES","B-757-200","landing","0","1","119"
304655,"8/18/2010","Florida","BUSINESS","B-737-700","inflight","1","2","58"
305745,"8/18/2010","Michigan","PINNACLE","CL-RJ100/200","inflight","0","1","337"
305756,"8/19/2010","Ohio","BUSINESS","C-680","inflight","0","1","39"
305146,"8/19/2010","Minnesota","UNKNOWN","CITATION","inflight","0","3","421"
305763,"8/19/2010","Missouri","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","125"
305752,"8/19/2010","Texas","AMERICAN AIRLINES","B-757-200","inflight","0","2","2"
305760,"8/19/2010","Missouri","GREAT LAKES AIRLINES","BE-1900","inflight","0","1","177"
304666,"8/19/2010","New Jersey","CONTINENTAL AIRLINES","B-737-900","inflight","0","1","23"
305751,"8/19/2010","Florida","AMERICAN AIRLINES","MD-82","inflight","0","2","31"
304671,"8/19/2010","Mississippi","BUSINESS","LEARJET-45","takeoff","0","2","147"
305765,"8/19/2010","Rhode Island","SOUTHWEST AIRLINES","B-737-700","landing","0","1","15"
305757,"8/19/2010","Virginia","COMPASS AIRLINES","EMB-170","inflight","0","3","5"
305758,"8/19/2010","Michigan","DELTA AIR LINES","DC-9-50","landing","0","1","38"
305766,"8/19/2010","Massachusetts","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","60"
304673,"8/19/2010","Texas","SOUTHWEST AIRLINES","B-737-300","landing","0","2","128"
305155,"8/20/2010","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","2","271"
305152,"8/20/2010","Florida","AMERICAN AIRLINES","B-757-200","inflight","0","1","31"
305154,"8/20/2010","Florida","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","1","212"
304681,"8/20/2010","Pennsylvania","UNITED AIRLINES","A-320","inflight","0","1","121"
305771,"8/20/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","3","84"
305156,"8/20/2010","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","2","305"
304680,"8/20/2010","Florida","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","1042"
305768,"8/20/2010","Alaska","BUSINESS","C-207 SKYWAG","landing","0","2","783"
305772,"8/20/2010","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
305769,"8/20/2010","Utah","PRIVATELY OWNED","PA-12","takeoff","0","1","1043"
304678,"8/20/2010","Florida","JETBLUE AIRWAYS","A-320","inflight","0","2","58"
305805,"8/21/2010","Iowa","MESABA AIRLINES","SAAB-340","inflight","0","1","856"
305800,"8/21/2010","Texas","AMERICAN EAGLE AIRLINES","CL-RJ700","takeoff","0","1","129"
305797,"8/21/2010","New York","AMERICAN AIRLINES","B-767-200","inflight","0","3","108"
304682,"8/21/2010","Florida","CENTURION CARGO","MD-11","landing","0","2","119"
305806,"8/21/2010","Pennsylvania","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","52"
304685,"8/21/2010","Nebraska","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","95"
305804,"8/21/2010","Oregon","HORIZON AIR","CL-RJ700","takeoff","0","3","48"
304686,"8/21/2010","Washington","US AIRWAYS","A-321","landing","0","2","4"
304683,"8/21/2010","Texas","BUSINESS","IAI ASTRA JT","inflight","1","2","200"
305776,"8/21/2010","Georgia","AIR WISCONSIN AIRLINES","CL-RJ100/200","landing","0","2","56"
305812,"8/22/2010","Ohio","ALLEGIANT AIR","MD-83","inflight","0","3","39"
305821,"8/22/2010","Florida","PINNACLE","CL-RJ100/200","inflight","0","3","212"
305816,"8/22/2010","Colorado","BUSINESS","LEARJET-35","inflight","0","2","249"
304691,"8/22/2010","Rhode Island","PRIVATELY OWNED","C-402","inflight","0","3","15"
305824,"8/22/2010","Arkansas","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","2","171"
304688,"8/22/2010","North Dakota","ALLEGIANT AIR","MD-83","landing","0","1","239"
305822,"8/22/2010","Kentucky","PSA AIRLINES","CL-RJ100/200","inflight","0","1","245"
305825,"8/22/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","59"
304693,"8/22/2010","Iowa","UNITED AIRLINES","A-319","inflight","0","1","111"
305830,"8/23/2010","DC","AMERICAN AIRLINES","B-737-800","inflight","0","2","113"
304858,"8/23/2010","Pennsylvania","US AIRWAYS","B-737-300","inflight","0","3","52"
304850,"8/23/2010","Michigan","BUSINESS","BE-200 KING","landing","0","2","234"
304853,"8/23/2010","Washington","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","332"
305828,"8/23/2010","Florida","AMERICAN AIRLINES","B-737-800","inflight","0","2","119"
304696,"8/23/2010","Hawaii","BUSINESS","C-550","landing","0","2","1044"
304851,"8/23/2010","Nebraska","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","2","95"
304855,"8/23/2010","Missouri","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","125"
305784,"8/23/2010","DC","JETBLUE AIRWAYS","A-320","inflight","0","2","8"
305783,"8/23/2010","Maryland","JETBLUE AIRWAYS","EMB-190","landing","0","1","68"
304854,"8/23/2010","Utah","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","92"
304698,"8/23/2010","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","68"
305777,"8/23/2010","Wisconsin","CHAUTAUQUA AIRLINES","EMB-145","landing","0","1","97"
305839,"8/24/2010","Michigan","PINNACLE","CL-RJ100/200","takeoff","0","3","337"
305785,"8/24/2010","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","2","111"
304699,"8/24/2010","Louisiana","BUSINESS","DHC2 BEAVER","inflight","0","1","1045"
305837,"8/24/2010","Florida","JETBLUE AIRWAYS","A-320","landing","0","2","31"
304865,"8/24/2010","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","12"
304703,"8/24/2010","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","58"
305843,"8/24/2010","Kentucky","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","47"
304701,"8/24/2010","California","SOUTHWEST AIRLINES","B-737-700","landing","0","1","40"
305835,"8/24/2010","Florida","DELTA AIR LINES","MD-88","inflight","0","2","21"
304860,"8/24/2010","Florida","AIRTRAN AIRWAYS","B-717-200","takeoff","0","2","21"
305834,"8/24/2010","Utah","GOVERNMENT","C-182 SKYLAN","inflight","0","1","92"
304859,"8/24/2010","New York","AIR CANADA","EMB-190","inflight","0","3","1"
305857,"8/25/2010","Illinois","AMERICAN AIRLINES","MD-83","inflight","0","2","12"
304714,"8/25/2010","Florida","JETBLUE AIRWAYS","A-320","landing","0","1","31"
305884,"8/25/2010","Arizona","US AIRWAYS","A-320","inflight","0","1","18"
305864,"8/25/2010","Massachusetts","JETBLUE AIRWAYS","EMB-190","takeoff","0","3","60"
305880,"8/25/2010","Missouri","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","125"
305877,"8/25/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","406"
305873,"8/25/2010","Nebraska","SKYWEST AIRLINES","CL-RJ700","inflight","0","1","95"
305869,"8/25/2010","Kentucky","PINNACLE","CL-RJ100/200","inflight","0","1","245"
304711,"8/25/2010","Missouri","CAPE AIR","C-402","inflight","0","1","506"
305868,"8/25/2010","New York","PINNACLE","CL-RJ100/200","landing","0","3","175"
305862,"8/25/2010","Florida","FLIGHT OPTIONS","BE-400 BJET","landing","0","3","21"
305860,"8/25/2010","Michigan","DELTA AIR LINES","DC-9-40","landing","0","3","38"
304709,"8/25/2010","DC","AMERICAN AIRLINES","B-737-800","takeoff","0","2","8"
304712,"8/25/2010","Ohio","FEDEX EXPRESS","A-300","landing","0","1","34"
305859,"8/25/2010","New York","DELTA AIR LINES","A-319","inflight","0","2","1"
305872,"8/25/2010","Florida","BUSINESS","BA-125-700","landing","0","2","236"
305914,"8/26/2010","Kansas","UNKNOWN","PA-32","inflight","0","3","1046"
305897,"8/26/2010","Minnesota","PINNACLE","CL-RJ100/200","takeoff","0","1","26"
305912,"8/26/2010","North Carolina","US AIRWAYS","B-737-400","inflight","0","2","43"
305910,"8/26/2010","Florida","US AIRWAYS","B-737-400","takeoff","0","2","31"
305900,"8/26/2010","North Carolina","PSA AIRLINES","CL-RJ700","inflight","0","1","43"
304722,"8/26/2010","Indiana","BUSINESS","LEARJET-35","inflight","0","1","538"
304727,"8/26/2010","Tennessee","US AIRWAYS","A-319","inflight","0","1","19"
305891,"8/26/2010","N/A","JETBLUE AIRWAYS","EMB-190","takeoff","0","1","413"
305905,"8/26/2010","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
305911,"8/26/2010","Massachusetts","US AIRWAYS","EMB-190","inflight","0","2","60"
305908,"8/26/2010","Florida","UPS AIRLINES","A-300","takeoff","0","2","212"
304718,"8/26/2010","Texas","AMERICAN AIRLINES","B-737-800","inflight","0","1","2"
305902,"8/26/2010","Missouri","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","16"
304724,"","Texas","","EC-135","unknown","0","1","83"
305903,"8/26/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","182"
305311,"8/26/2010","Maine","BUSINESS","CIRRUS SR 20/22","inflight","0","2","286"
305312,"8/26/2010","Washington","BUSINESS","RKWLTRBO 690","inflight","0","3","130"
305889,"8/26/2010","New Hampshire","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","2","190"
305886,"8/26/2010","Oregon","AIR CANADA JAZZ","DHC8 DASH 8","takeoff","0","2","48"
305895,"8/26/2010","Florida","BUSINESS","B-707","takeoff","0","2","416"
304720,"8/26/2010","Texas","BRITISH AIRWAYS","B-747-400","landing","0","1","129"
305888,"8/26/2010","New York","DELTA AIR LINES","MD-88","inflight","0","1","1"
305913,"8/26/2010","Michigan","BUSINESS","DA-10 FALCON","inflight","1","1","1047"
305943,"8/27/2010","British Columbia","US AIRWAYS","A-319","landing","0","2","90"
305924,"8/27/2010","Florida","JETBLUE AIRWAYS","EMB-190","inflight","0","1","58"
305931,"8/27/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","59"
304736,"8/27/2010","New Jersey","BUSINESS","C-560","inflight","0","2","75"
305927,"8/27/2010","Montana","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","243"
305928,"8/27/2010","Rhode Island","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","15"
305929,"8/27/2010","Rhode Island","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","15"
304733,"8/27/2010","Louisiana","CONTINENTAL AIRLINES","B-737-900","inflight","0","2","124"
305926,"8/27/2010","Utah","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","3","92"
304735,"8/27/2010","Florida","JETBLUE AIRWAYS","A-320","takeoff","0","2","31"
304740,"8/27/2010","North Carolina","US AIRWAYS","B-737-400","inflight","1","1","80"
305925,"8/27/2010","North Carolina","REPUBLIC AIRLINES","EMB-170","inflight","0","2","43"
305942,"8/27/2010","North Carolina","US AIRWAYS","A-319","inflight","0","2","43"
305948,"8/28/2010","Louisiana","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","2","33"
305947,"8/28/2010","Texas","AMERICAN AIRLINES","MD-83","inflight","0","1","2"
304745,"8/28/2010","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","40"
304759,"8/28/2010","Texas","US AIRWAYS","A-320","takeoff","0","1","2"
305955,"8/28/2010","Texas","SOUTHWEST AIRLINES","B-737-700","landing","0","1","128"
305951,"8/28/2010","Minnesota","MESABA AIRLINES","CL-RJ100/200","landing","0","1","25"
304744,"8/28/2010","Ohio","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","takeoff","0","1","34"
305950,"8/28/2010","New York","JETBLUE AIRWAYS","EMB-190","takeoff","0","1","108"
304746,"8/28/2010","Arizona","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","18"
304747,"8/28/2010","Illinois","SKYWEST AIRLINES","CL-RJ700","takeoff","0","1","12"
305945,"8/28/2010","North Carolina","AIRTRAN AIRWAYS","B-717-200","inflight","0","1","43"
305953,"","California","","AGUSTA 109","unknown","0","3","83"
305957,"8/29/2010","Louisiana","AMERICAN AIRLINES","MD-88","takeoff","0","2","124"
305958,"8/29/2010","Louisiana","AMERICAN AIRLINES","MD-82","landing","0","1","124"
305959,"8/29/2010","Louisiana","AMERICAN AIRLINES","MD-82","takeoff","0","2","124"
304756,"8/29/2010","Kentucky","PSA AIRLINES","CL-RJ100/200","inflight","0","1","245"
305965,"8/29/2010","Utah","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","2","92"
304751,"8/29/2010","Missouri","AMERICAN AIRLINES","MD-83","takeoff","0","2","16"
305969,"8/29/2010","Texas","SOUTHWEST AIRLINES","B-737-700","landing","0","2","128"
304754,"8/29/2010","Virgin Islands","GOVERNMENT","DC-8","unknown","1","2","299"
305961,"8/29/2010","Michigan","DELTA AIR LINES","A-320","takeoff","1","1","38"
305982,"8/30/2010","Missouri","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","16"
304764,"8/30/2010","New Jersey","WORLDWIDE JET CHARTER","CL-601/604","landing","0","1","74"
305975,"8/30/2010","Oregon","AMERICAN AIRLINES","MD-83","takeoff","0","3","48"
305974,"8/30/2010","New York","AMERICAN AIRLINES","B-777-200","landing","0","1","108"
305976,"8/30/2010","Georgia","AMERICAN EAGLE AIRLINES","EMB-145","takeoff","0","2","56"
313401,"8/30/2010","DC","VISION AIRLINES","B-767-200","landing","0","1","8"
305981,"8/30/2010","North Carolina","PSA AIRLINES","CL-RJ100/200","inflight","0","1","43"
306012,"8/31/2010","North Carolina","US AIRWAYS","A-321","inflight","0","1","80"
306008,"8/31/2010","Ohio","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","34"
306009,"8/31/2010","Nebraska","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","95"
305989,"8/31/2010","N/A","AMERICAN AIRLINES","B-767-300","inflight","0","3","502"
305988,"8/31/2010","Michigan","AMERICAN AIRLINES","B-737-800","inflight","0","2","38"
305993,"8/31/2010","Virgin Islands","CAPE AIR","C-402","landing","0","2","299"
306003,"8/31/2010","Indiana","PINNACLE","CL-RJ100/200","takeoff","0","1","378"
306007,"8/31/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","128"
304768,"8/31/2010","Illinois","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","2","12"
305996,"8/31/2010","Michigan","DELTA AIR LINES","DC-9-50","landing","0","2","38"
306000,"8/31/2010","New Jersey","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","0","1","23"
306013,"8/31/2010","Florida","US AIRWAYS","CL-RJ100/200","inflight","0","2","209"
305994,"8/31/2010","New Jersey","CITATIONAIR","C-560","inflight","1","1","75"
305998,"8/31/2010","Georgia","DELTA AIR LINES","MD-88","takeoff","0","1","56"
306014,"8/31/2010","Michigan","USA JET AIRLINES","DA-20 FALCON","landing","0","3","373"
306079,"9/1/2010","Iowa","UPS AIRLINES","A-300","landing","0","2","111"
306871,"9/1/2010","Florida","GOVERNMENT","DA-20 FALCON","inflight","0","2","986"
306762,"9/1/2010","Florida","AMERICAN AIRLINES","B-737-800","landing","0","1","119"
306860,"9/1/2010","Florida","BUSINESS","CITATIONJET","inflight","0","2","212"
306761,"9/1/2010","Pennsylvania","AIR WISCONSIN AIRLINES","CL-RJ100/200","inflight","0","1","52"
306866,"9/1/2010","Missouri","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","16"
306869,"9/1/2010","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
306864,"9/1/2010","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","229"
306861,"9/1/2010","Texas","JETBLUE AIRWAYS","A-320","inflight","0","2","163"
306765,"9/1/2010","Maine","PRIVATELY OWNED","CIRRUS SR 20/22","takeoff","0","1","1048"
306763,"9/1/2010","Wisconsin","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","3","269"
306076,"9/1/2010","Florida","UNITED AIRLINES","B-757-200","inflight","0","2","31"
306868,"9/1/2010","Colorado","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","61"
306075,"9/1/2010","California","UNITED AIRLINES","A-320","inflight","1","1","107"
306074,"9/1/2010","Oklahoma","BUSINESS","C-152","inflight","0","3","222"
306902,"9/2/2010","Indiana","PINNACLE","CL-RJ100/200","inflight","0","2","101"
306894,"9/2/2010","Tennessee","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","19"
306906,"9/2/2010","Ohio","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","94"
306160,"","Ohio","","SIKORSKY S-76","unknown","0","1","83"
306907,"9/2/2010","Nebraska","BUSINESS","DA-50 FALCON","inflight","0","2","95"
306900,"9/2/2010","Michigan","MESABA AIRLINES","CL-RJ900","inflight","0","3","63"
306873,"9/2/2010","Texas","AMERICAN AIRLINES","MD-80","inflight","0","2","2"
306895,"9/2/2010","Illinois","ATLANTIC SOUTHEAST","CL-RJ700","landing","0","3","87"
306081,"9/2/2010","Missouri","UFS-UNITED EXPRESS","EMB-170","landing","0","3","16"
306083,"9/2/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","128"
306080,"9/2/2010","Utah","DELTA AIR LINES","B-757-300","inflight","0","2","92"
308526,"9/2/2010","Illinois","CAPE AIR","C-401","inflight","0","3","387"
306917,"9/3/2010","Utah","AMERICAN AIRLINES","MD-82","inflight","0","1","92"
306941,"9/3/2010","Virginia","BUSINESS","CITATIONJET","landing","0","1","214"
306086,"9/3/2010","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","19"
306921,"9/3/2010","Illinois","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","12"
306173,"9/3/2010","Mississippi","BUSINESS","LEARJET-45","inflight","0","1","1049"
306942,"9/3/2010","Illinois","SOUTHWEST AIRLINES","B-737-700","landing","0","1","138"
306943,"9/3/2010","Michigan","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","38"
306915,"9/3/2010","Iowa","ALLEGIANT AIR","MD-82","inflight","0","2","111"
306919,"9/3/2010","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","2","131"
306930,"9/3/2010","Pennsylvania","US AIRWAYS","B-737-300","landing","0","3","52"
306929,"9/3/2010","Tennessee","US AIRWAYS","B-737-400","inflight","0","1","19"
306938,"9/3/2010","Tennessee","PINNACLE","CL-RJ100/200","inflight","0","1","265"
306944,"9/3/2010","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
306933,"9/3/2010","Florida","GOVERNMENT","LOCKHEED C-130","inflight","0","1","266"
306778,"9/3/2010","Michigan","PINNACLE","CRJ-440","takeoff","0","2","38"
306775,"9/3/2010","Michigan","MESABA AIRLINES","CL-RJ900","landing","0","2","38"
306088,"9/3/2010","Illinois","TRANS STATES AIRLINES","EMB-145","takeoff","0","2","12"
306085,"9/3/2010","New York","JETBLUE AIRWAYS","A-320","inflight","0","1","1"
306928,"9/3/2010","North Carolina","US AIRWAYS","CL-RJ100/200","inflight","0","1","43"
306773,"9/4/2010","Minnesota","DELTA AIR LINES","MD-90-30","inflight","0","2","26"
306937,"9/4/2010","N/A","AMERICAN AIRLINES","B-777-200","landing","0","3","126"
306094,"9/4/2010","Wisconsin","FRONTIER AIRLINES","A-319","inflight","0","1","97"
306815,"9/4/2010","Pennsylvania","SOUTHWEST AIRLINES","B-737-400","inflight","0","2","121"
306953,"9/4/2010","Idaho","HORIZON AIR","DHC8 DASH 8","landing","0","1","465"
306935,"9/4/2010","Florida","AIRTRAN AIRWAYS","B-737-700","inflight","0","2","21"
306092,"9/4/2010","California","ALASKA AIRLINES","B-737-800","inflight","0","1","107"
306833,"9/5/2010","New York","US AIRWAYS","A-319","inflight","0","1","109"
313402,"9/5/2010","DC","UNITED AIRLINES","A-320","inflight","0","1","8"
306823,"9/5/2010","Tennessee","COMPASS AIRLINES","EMB-170","landing","0","2","19"
306096,"9/5/2010","New York","SOUTHWEST AIRLINES","B-737-700","takeoff","0","1","199"
306831,"9/5/2010","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
306824,"9/5/2010","California","FEDEX EXPRESS","DC-10-10","landing","0","1","11"
306838,"9/6/2010","Florida","AMERICAN EAGLE AIRLINES","ATR-72","inflight","0","2","355"
307013,"9/6/2010","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","40"
306837,"9/6/2010","Illinois","AMERICAN AIRLINES","MD-82","landing","0","3","12"
306836,"9/6/2010","Florida","AMERICAN AIRLINES","B-737-800","takeoff","0","2","119"
306097,"9/6/2010","North Dakota","ALLEGIANT AIR","MD-83","takeoff","0","3","239"
306198,"9/6/2010","Texas","BUSINESS","C-172","inflight","0","1","1050"
307017,"9/6/2010","Massachusetts","US AIRWAYS","A-319","landing","0","1","60"
307012,"9/6/2010","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","3","128"
307016,"9/6/2010","Colorado","US AIRWAYS","A-320","inflight","1","1","61"
307029,"9/7/2010","New Mexico","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","118"
307036,"9/7/2010","North Carolina","US AIRWAYS","A-319","inflight","0","2","43"
307025,"9/7/2010","Hawaii","ISLAND AIR","DHC8 DASH 8","landing","0","1","264"
307019,"9/7/2010","Wyoming","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","1","361"
306101,"9/7/2010","Nebraska","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","95"
307027,"9/7/2010","South Dakota","MESABA AIRLINES","SAAB-340","takeoff","0","3","22"
307024,"9/7/2010","Hawaii","HAWAIIAN AIR","B-717-200","inflight","0","1","179"
